original_event_year,case_model,recorded_event_kind,selected_original_events,original_total_count,recorded_amount_but_original_missing_count,no_original_or_recorded_amount_count,recorded_only_median,recorded_only_median_event_year
2013,writ_or_mandate,judgment,107,0,0,107,,
2013,writ_or_mandate,judgment_of_dismissal,3,0,0,3,,
2013,writ_or_mandate,take_nothing,10,0,0,10,,
2014,civil_general,monetary_judgment,1552,323,1229,0,6552.82,2014.0
2014,civil_general,renewal,179,30,149,0,11689.18,2023.0
2014,unlawful_detainer,possession,168,68,46,54,4249.75,2014.0
2014,small_claims,monetary_judgment,1071,1026,45,0,2575.00,2014.0
2014,small_claims,dismissal,1251,4,27,1220,2496.68,2014.0
2014,civil_general,amended_judgment,37,9,22,6,18431.58,2015.0
2014,civil_general,take_nothing,101,5,9,87,19293.80,2015.0
2014,writ_or_mandate,renewal,22,18,4,0,161117.82,2024.0
2014,small_claims,judgment,477,0,2,475,0.00,2014.5
2014,writ_or_mandate,monetary_judgment,275,273,2,0,94808.96,2014.0
2014,unlawful_detainer,renewal,1,0,1,0,42509.95,2025.0
2014,unlawful_detainer,take_nothing,2,0,1,1,325.00,2014.0
2014,writ_or_mandate,amended_judgment,8,1,1,6,62252.88,2015.0
2014,civil_general,default_judgment,4,0,0,4,,
2014,civil_general,dismissal,5256,0,0,5256,,
2014,civil_general,judgment,148,1,0,147,,
2014,civil_general,judgment_of_dismissal,7,0,0,7,,
2014,civil_general,name_change_decree,697,0,0,697,,
2014,civil_general,possession,1,0,0,1,,
2014,criminal,dismissal,865,0,0,865,,
2014,family_domestic_violence,dismissal,7,0,0,7,,
2014,family_multi_order,amended_judgment,4,0,0,4,,
2014,family_multi_order,default_judgment,12,0,0,12,,
2014,family_multi_order,dismissal,311,0,0,311,,
2014,family_multi_order,judgment,30,0,0,30,,
2014,probate,dismissal,64,0,0,64,,
2014,small_claims,amended_judgment,2,2,0,0,,
2014,small_claims,renewal,43,43,0,0,,
2014,small_claims,take_nothing,1,1,0,0,,
2014,unlawful_detainer,default_judgment,1,0,0,1,,
2014,unlawful_detainer,dismissal,476,0,0,476,,
2014,unlawful_detainer,judgment,456,0,0,456,,
2014,unlawful_detainer,monetary_judgment,8,8,0,0,,
2014,writ_or_mandate,dismissal,61,0,0,61,,
2014,writ_or_mandate,judgment,71,0,0,71,,
2014,writ_or_mandate,take_nothing,5,0,0,5,,
