event_year,case_model,event_kind,extraction_period,source_field,operative_event_count,parsed_total_count,recognized_money_event_count,recognized_money_without_total_count,explicit_currency_not_recognized_count,unmarked_numeric_context_count
2013,writ_or_mandate,judgment,legacy_2000_2013,description,119,0,60,60,0,0
2013,civil_general,amended_judgment,legacy_2000_2013,description,72,52,58,6,0,0
2013,unlawful_detainer,monetary_judgment,legacy_2000_2013,description,29,29,29,0,0,0
2013,family_multi_order,judgment,legacy_2000_2013,description,25,0,0,0,0,0
2013,civil_general,default_judgment,legacy_2000_2013,description,15,0,7,7,0,0
2013,writ_or_mandate,take_nothing,legacy_2000_2013,description,11,0,0,0,0,0
2013,small_claims,amended_judgment,legacy_2000_2013,description,7,7,7,0,0,0
2013,family_multi_order,default_judgment,legacy_2000_2013,description,5,0,0,0,0,0
2013,family_multi_order,amended_judgment,legacy_2000_2013,description,4,0,0,0,0,0
2013,family_multi_order,default_judgment,historical_pre_2000,description,4,0,0,0,0,0
2013,unlawful_detainer,amended_judgment,legacy_2000_2013,description,3,3,3,0,0,0
2013,small_claims,take_nothing,legacy_2000_2013,description,2,1,2,1,0,0
2013,writ_or_mandate,amended_judgment,legacy_2000_2013,description,2,1,1,0,0,0
2013,probate,amended_judgment,legacy_2000_2013,description,1,0,0,0,0,0
2013,probate,monetary_judgment,legacy_2000_2013,description,1,1,1,0,0,0
2014,civil_general,monetary_judgment,legacy_2000_2013,description,1071,1071,1071,0,0,0
2014,small_claims,monetary_judgment,portal_2014_2020,description,919,919,919,0,0,0
2014,civil_general,monetary_judgment,portal_2014_2020,description,684,684,684,0,0,0
2014,unlawful_detainer,judgment,portal_2014_2020,description,488,0,1,1,0,0
2014,small_claims,judgment,portal_2014_2020,description,434,0,2,2,0,0
2014,small_claims,monetary_judgment,legacy_2000_2013,description,370,370,370,0,0,0
2014,civil_general,judgment,legacy_2000_2013,description,309,2,9,7,0,0
2014,writ_or_mandate,monetary_judgment,portal_2014_2020,description,281,281,281,0,0,0
2014,civil_general,take_nothing,legacy_2000_2013,description,174,14,17,3,0,0
2014,small_claims,judgment,legacy_2000_2013,description,117,2,6,4,0,0
2014,unlawful_detainer,possession,portal_2014_2020,description,101,69,69,0,0,0
2014,civil_general,amended_judgment,legacy_2000_2013,description,69,49,53,4,0,0
2014,civil_general,default_judgment,legacy_2000_2013,description,63,0,0,0,0,0
2014,unlawful_detainer,possession,legacy_2000_2013,description,62,36,36,0,0,0
2014,writ_or_mandate,judgment,legacy_2000_2013,description,50,0,19,19,0,0
2014,unlawful_detainer,judgment,legacy_2000_2013,description,45,0,0,0,0,0
2014,writ_or_mandate,judgment,portal_2014_2020,description,35,0,6,6,0,0
2014,civil_general,judgment,portal_2014_2020,description,25,0,2,2,0,0
2014,family_multi_order,judgment,legacy_2000_2013,description,23,0,0,0,0,0
2014,writ_or_mandate,monetary_judgment,legacy_2000_2013,description,17,17,17,0,0,0
2014,civil_general,take_nothing,portal_2014_2020,description,7,2,2,0,0,0
2014,family_multi_order,default_judgment,historical_pre_2000,description,7,0,0,0,0,0
2014,family_multi_order,judgment,portal_2014_2020,description,7,0,0,0,0,0
2014,family_multi_order,default_judgment,legacy_2000_2013,description,5,0,0,0,0,0
2014,unlawful_detainer,monetary_judgment,legacy_2000_2013,description,5,5,5,0,0,0
2014,family_multi_order,amended_judgment,legacy_2000_2013,description,4,0,0,0,0,0
2014,writ_or_mandate,amended_judgment,legacy_2000_2013,description,4,2,3,1,0,0
2014,writ_or_mandate,amended_judgment,portal_2014_2020,description,4,0,1,1,0,0
2014,unlawful_detainer,monetary_judgment,portal_2014_2020,description,3,3,3,0,0,0
2014,writ_or_mandate,take_nothing,legacy_2000_2013,description,3,0,0,0,0,0
2014,civil_general,default_judgment,portal_2014_2020,description,2,0,0,0,0,0
2014,small_claims,amended_judgment,legacy_2000_2013,description,2,2,2,0,0,0
2014,writ_or_mandate,take_nothing,portal_2014_2020,description,2,0,0,0,0,0
2014,civil_general,declaratory/injunctive,legacy_2000_2013,description,1,0,0,0,0,0
2014,civil_general,declaratory/injunctive,portal_2014_2020,description,1,0,0,0,0,0
2014,civil_general,judgment,historical_pre_2000,description,1,0,0,0,0,0
2014,criminal,judgment,legacy_2000_2013,description,1,0,0,0,0,0
2014,small_claims,amended_judgment,portal_2014_2020,description,1,1,1,0,0,0
2014,small_claims,take_nothing,portal_2014_2020,description,1,0,0,0,0,0
2014,unlawful_detainer,default_judgment,portal_2014_2020,description,1,0,0,0,0,0
2014,unlawful_detainer,take_nothing,legacy_2000_2013,description,1,1,1,0,0,0
2014,unlawful_detainer,take_nothing,portal_2014_2020,description,1,0,0,0,0,0
